0,1,target
1.094951373,-0.479602935,1
8.701079609,9.959993855,3
8.357977003,10.1670862,3
2.263200887,-0.630608619,1
5.370259969,-1.922956827,5
-5.561676979,-3.697959108,4
-5.84702532,-4.863119246,4
-7.164509597,-5.489804019,4
-1.121968786,7.389575497,6
1.978992695,0.353202242,1
9.004835157,7.31086305,3
1.951992395,0.172604487,1
-3.977250627,7.294735553,0
-3.451875179,8.578962281,0
-2.805761645,8.029728661,0
9.777827389,4.426588881,2
-3.883748111,-4.267207378,4
-1.285958999,7.539718309,6
0.412400058,-1.795520158,1
6.258438153,-2.614321119,5
-3.180122369,8.967877174,0
1.932420332,-0.503694791,1
9.654593172,1.560300136,2
-2.202056225,9.431603747,0
5.871802398,-2.10770086,5
2.008928415,1.914108874,1
7.7458504,7.653259738,3
5.128991404,-2.662564478,5
8.371270175,3.429804899,2
5.521532051,-2.071377865,5
10.09443047,3.36430985,2
2.31971592,-2.070178221,1
7.052980043,9.939037095,3
-4.838932661,-7.408561354,4
-2.402695679,6.026017893,6
5.428266794,-2.418246258,5
-4.690549289,-6.769492088,4
-5.362822947,-5.220282624,4
-2.426525657,-5.345562719,4
-0.850676144,7.148083899,6
-1.266648748,9.308682271,6
5.953156647,-4.141971469,5
5.356351009,-3.396706816,5
1.732623952,-1.937019155,1
-3.415971879,9.224542939,0
-1.177816459,6.087752381,6
-0.763783946,-1.157804442,1
-2.473412915,5.834832977,6
-3.173887902,9.249367006,0
9.862428552,3.969777806,2
-3.196515585,9.110438563,0
-2.422613427,6.418921761,6
10.09348074,1.287834576,2
5.780254471,-1.370709048,5
2.218272024,-0.602688274,1
8.505079196,4.725341508,2
-4.618769802,-6.274632624,4
7.594673979,8.851163057,3
-3.025971672,6.369310995,6
8.608157657,2.166651841,2
7.290825267,-1.840989833,5
1.521615889,-1.300136703,1
-2.520501142,9.618677025,6
-4.041180117,8.513844973,0
-3.101687643,-5.080942123,4
1.561044393,1.227652981,1
5.210872952,-4.090396493,5
6.049088748,-3.543824071,5
-1.487824181,5.600081646,6
-0.145736894,-0.831468544,1
8.652720473,4.663076417,2
-4.348452319,8.121134692,0
7.819784073,-1.248597549,5
1.014742484,-1.344771854,1
-0.521693204,6.158746898,6
8.180984638,10.28598194,3
-3.805861423,7.9214654,0
1.172560582,1.278048939,1
-4.502202455,8.06261905,0
-0.881365141,-0.721325813,1
5.015426048,-3.811701391,5
8.860013744,2.621660197,2
6.821998548,10.08296054,3
-6.4493068,-6.581006667,4
-4.986691924,-5.544586113,4
6.795319392,-3.773498497,5
-5.165848735,6.550865477,0
-0.612819674,6.844626607,6
8.40791864,2.904723955,2
9.84707603,2.460500494,2
2.281467397,0.810074467,1
-0.447805901,6.248272667,6
7.849229761,-3.002129075,5
1.286791622,-0.410492448,1
2.303631302,-0.673645801,1
1.48708545,-1.546853106,1
2.058296828,-1.011776007,1
9.671906706,1.7219565,2
0.753464992,7.561763449,6
-6.161146859,-6.513324628,4
-0.200418804,5.468366866,6
2.291715435,-3.228128864,1
4.980989797,-2.234660492,5
-1.981405961,8.111187005,6
-2.313484029,8.009761991,0
1.880583728,-2.12414511,1
0.334098943,-0.606070103,1
1.576477932,-1.583141881,1
6.899642828,9.787057262,3
-3.911840933,-5.288076332,4
10.39956018,3.661533481,2
9.176730951,2.699332655,2
7.992094051,10.43547561,3
2.863887859,-1.360037281,1
5.286749675,-2.968471157,5
7.626764406,8.70184188,3
-1.31657086,6.397621728,6
-3.746141843,9.704899115,0
-2.359778989,5.754922369,6
8.715831998,2.371771373,2
-2.020827627,7.532372063,6
-3.170916228,9.096055487,6
8.120737794,2.624593452,2
5.450390512,-3.917593391,5
-2.230617334,7.482538731,6
-1.446632448,7.521317681,6
8.541496966,3.25449588,2
-4.328987229,-6.086818065,4
4.065057022,-4.470095361,5
9.66826508,2.826666423,2
-4.023855284,-6.910801597,4
9.786197961,3.409212544,2
9.524318979,3.87033901,2
8.561342554,1.685433027,2
-2.698731564,9.631675367,0
7.913768223,8.301979384,3
8.784344658,11.31530913,3
8.878406091,10.0115635,3
7.734612383,10.11681295,3
8.676308932,10.38735564,3
-1.571254472,7.439489015,6
-1.977793954,5.274204556,6
7.618808126,9.408757863,3
-5.374440016,-7.235748674,4
-1.729973089,7.169686307,6
-1.002157206,6.632702644,6
-3.489810315,10.0626864,0
0.131456923,-0.533413883,1
-1.321433788,6.972076097,6
-3.02427948,8.854161219,0
-3.011974109,9.535283494,0
7.561830466,9.026323612,3
10.00549251,2.524392677,2
1.983686801,-2.066557619,1
-0.221407774,7.595915214,6
-0.587040974,6.703217796,6
-0.492754254,-1.863735384,1
-2.582900394,7.60016375,0
-5.264972541,-6.289475542,4
-5.573103197,-6.721096622,4
-4.11003798,-7.617712537,4
