0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
1.0,0.869293212890625,-0.6350818276405334,0.22569026052951807,0.327470064163208,-0.6899932026863098,0.7542022466659546,-0.24857313930988312,-1.0920639038085935,0.0,1.3749921321868896,-0.6536741852760315,0.9303491115570067,1.1074360609054563,1.138904333114624,-1.5781983137130735,-1.046985387802124,0.0,0.657929539680481,-0.010454569943249224,-0.0457671694457531,3.101961374282837,1.353760004043579,0.9795631170272828,0.978076159954071,0.9200048446655272,0.7216574549674987,0.9887509346008301,0.8766783475875854
1.0,0.9075421094894408,0.3291472792625427,0.3594118654727936,1.49796986579895,-0.3130095303058624,1.09553062915802,-0.5575249195098877,-1.588229775428772,2.1730761528015137,0.812581181526184,-0.2136419266462326,1.2710145711898804,2.2148721218109126,0.4999939501285553,-1.2614318132400513,0.7321561574935913,0.0,0.3987008929252625,-1.1389300823211668,-0.0008191101951524614,0.0,0.3022198975086212,0.8330481648445129,0.9856996536254883,0.9780983924865722,0.7797321677207946,0.9923557639122008,0.7983425855636596
1.0,0.79883474111557,1.4706387519836424,-1.6359747648239136,0.45377317070961,0.4256291687488556,1.104874610900879,1.2823222875595093,1.3816642761230469,0.0,0.8517372012138367,1.540658950805664,-0.8196895122528077,2.2148721218109126,0.9934899210929871,0.3560801148414612,-0.20877754688262937,2.548224449157715,1.256954550743103,1.128847599029541,0.9004608392715454,0.0,0.9097532629966736,1.108330488204956,0.9856922030448912,0.9513312578201294,0.8032515048980714,0.8659244179725648,0.7801175713539124
0.0,1.344384789466858,-0.8766260147094727,0.9359127283096312,1.992050051689148,0.8824543952941895,1.786065936088562,-1.6467777490615845,-0.942382514476776,0.0,2.423264741897583,-0.6760157942771912,0.7361586689949036,2.2148721218109126,1.2987197637557983,-1.430738091468811,-0.36465817689895624,0.0,0.7453126907348634,-0.6783788204193115,-1.360356330871582,0.0,0.9466524720191956,1.028703689575195,0.9986560940742493,0.7282806038856505,0.8692002296447755,1.0267364978790283,0.9579039812088013
1.0,1.1050089597702026,0.3213555514812469,1.522401213645935,0.8828076124191283,-1.205349326133728,0.6814661026000977,-1.0704638957977295,-0.9218706488609314,0.0,0.8008721470832824,1.020974040031433,0.9714065194129946,2.2148721218109126,0.5967612862586975,-0.35027286410331726,0.6311942934989929,0.0,0.4799988865852356,-0.37356552481651306,0.11304061114788055,0.0,0.7558564543724061,1.3610570430755615,0.9866096973419187,0.838084638118744,1.1332951784133911,0.872244894504547,0.808486521244049
0.0,1.5958392620086668,-0.6078106760978699,0.0070749158039689055,1.8184496164321895,-0.1119059920310974,0.8475499153137206,-0.5664370059967041,1.581239342689514,2.1730761528015137,0.755420982837677,0.6431096196174622,1.4263668060302734,0.0,0.9216607809066771,-1.1904324293136597,-1.6155890226364136,0.0,0.6511141061782837,-0.6542269587516785,-1.2743449211120603,3.101961374282837,0.8237605690956116,0.9381914138793944,0.9717581868171693,0.7891763448715211,0.4305532872676849,0.9613569378852845,0.9578179121017456
1.0,0.40939134359359747,-1.8846836090087888,-1.0272920131683347,1.6724517345428467,-1.6045982837677,1.3380149602890015,0.055427443236112595,0.01346588134765625,2.1730761528015137,0.5097832679748535,-1.0383380651474,0.7078623175621033,0.0,0.7469175457954407,-0.3584651052951813,-1.6466542482376099,0.0,0.36705797910690313,0.06949646025896072,1.3771302700042725,3.101961374282837,0.8694183826446533,1.2220829725265503,1.0006273984909055,0.5450449585914612,0.6986525058746338,0.9773144721984864,0.8287860751152039
1.0,0.9338953495025634,0.6291297078132628,0.5275348424911499,0.2380327433347702,-0.9665691256523132,0.5478111505508423,-0.05943922698497772,-1.706866145133972,2.1730761528015137,0.9410027265548706,-2.6537327766418457,-0.1572199910879135,0.0,1.0303703546524048,-0.1755051016807556,0.5230209231376648,2.548224449157715,1.3735466003417969,1.291248083114624,-1.467454433441162,0.0,0.9018372893333437,1.08367121219635,0.9796960949897766,0.7833003997802734,0.8491951823234558,0.8943563103675841,0.7748793959617615
1.0,1.4051437377929688,0.5366026163101196,0.6895543336868286,1.1795673370361328,-0.1100611537694931,3.202404975891113,-1.526960015296936,-1.5760334730148315,0.0,2.931536912918091,0.5673424601554872,-0.13003334403038025,2.2148721218109126,1.7871227264404297,0.8994985818862915,0.5851513147354126,2.548224449157715,0.4018652141094208,-0.15120169520378113,1.1634891033172607,0.0,1.6670705080032349,4.039272785186768,1.175828456878662,1.04535174369812,1.5429719686508179,3.5348267555236816,2.7407538890838623
1.0,1.1765655279159544,0.10416050255298615,1.3970024585723877,0.47972130775451666,0.2655133903026581,1.1355630159378052,1.534830927848816,-0.2532912194728852,0.0,1.027246594429016,0.5343157649040222,1.180022358894348,0.0,2.405661106109619,0.08755676448345184,-0.9765340685844419,2.548224449157715,1.2503825426101685,0.2685412168502808,0.53033447265625,0.0,0.8331748843193054,0.7739681005477905,0.9857499599456787,1.1036963462829588,0.8491398692131041,0.9371039867401123,0.8123638033866881
